PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2012-10-03,0.00,39.7,54.1,68.5,39.9,0.24,16.74
2012-10-04,0.00,41.6,56.7,71.9,45.3,0.17,16.93
2012-10-05,0.00,37.1,49.2,61.3,34.3,0.94,10.60
2012-10-06,0.00,33.3,40.1,46.9,26.8,0.89,6.25
2012-10-07,0.00,31.9,37.6,43.4,26.0,1.15,5.00
2012-10-08,0.00,31.2,40.1,49.0,19.5,1.77,8.60
2012-10-09,0.00,34.2,45.6,57.0,33.2,1.37,9.58
2012-10-10,0.24,31.1,39.5,47.8,36.4,0.18,3.81
2012-10-11,0.00,32.2,39.0,45.7,25.8,1.02,6.36
2012-10-12,0.00,23.8,36.8,49.9,23.9,0.49,8.51
2012-10-13,0.24,25.6,36.9,48.1,25.6,0.27,7.87
2012-10-14,0.81,39.3,43.8,48.4,43.8,0.01,0.78
2012-10-15,0.94,36.6,41.1,45.5,40.3,0.08,1.83
2012-10-16,0.00,37.3,46.6,56.0,36.1,0.71,8.72
2012-10-17,0.00,43.1,52.9,62.6,43.9,0.27,9.75
2012-10-18,0.68,44.0,55.2,66.4,49.3,0.04,10.14
2012-10-19,0.12,41.1,44.1,47.2,41.7,0.12,2.10
2012-10-20,0.06,37.6,43.0,48.3,39.7,0.15,3.10
2012-10-21,0.00,31.9,42.0,52.2,37.7,0.02,4.51
2012-10-22,0.00,32.0,46.1,60.2,42.5,0.04,8.60
2012-10-23,0.00,44.6,52.7,60.8,47.8,0.27,7.03
2012-10-24,0.03,49.3,54.7,60.2,54.7,0.00,2.01
2012-10-25,1.07,58.7,63.2,67.6,61.9,0.29,3.12
2012-10-26,1.09,31.1,47.5,63.9,39.3,0.06,2.61
2012-10-27,0.00,28.2,33.4,38.6,24.5,0.76,3.43
2012-10-28,0.00,24.7,32.8,40.9,20.3,0.48,5.66
2012-10-29,0.00,23.8,34.0,44.3,20.3,0.60,6.51
2012-10-30,0.00,24.4,36.1,47.7,24.1,0.50,7.45
2012-10-31,0.00,28.3,35.8,43.3,22.0,0.95,5.95
2012-11-01,0.00,28.7,37.1,45.6,18.0,1.11,7.35
2012-11-02,0.00,26.6,34.7,42.8,26.9,0.56,4.02
2012-11-03,0.00,25.8,34.4,43.0,22.1,0.76,5.68
2012-11-04,0.00,20.7,30.1,39.5,23.2,0.23,3.80
2012-11-05,0.00,19.9,31.0,42.0,22.9,0.24,4.55
2012-11-06,0.00,20.4,29.0,37.6,24.8,0.22,3.03
2012-11-07,0.15,32.2,33.0,33.7,32.4,0.04,0.74
2012-11-08,0.00,33.0,35.9,38.7,33.4,0.05,1.34
2012-11-09,0.00,30.4,39.1,47.8,33.5,0.05,4.42
2012-11-10,0.03,32.1,38.8,45.5,36.6,0.13,2.92
2012-11-11,0.02,38.1,49.2,60.2,46.6,0.05,6.58
2012-11-12,0.90,21.6,39.5,57.3,36.3,0.03,3.56
2012-11-13,0.00,19.6,22.1,24.6,15.1,0.65,1.73
2012-11-14,0.00,19.7,27.5,35.4,19.7,0.50,3.55
2012-11-15,0.00,31.4,38.9,46.5,28.3,1.28,5.55
2012-11-16,0.00,24.7,37.5,50.4,27.2,0.52,6.58
2012-11-17,0.00,24.7,33.3,41.8,28.5,0.14,3.88
2012-11-18,0.00,33.4,41.4,49.4,33.3,0.16,4.88
2012-11-19,0.00,34.1,44.3,54.6,31.6,0.82,8.85
2012-11-20,0.00,34.4,42.1,49.8,35.8,0.22,5.15
2012-11-21,0.00,28.9,42.3,55.7,34.5,0.01,7.16
2012-11-22,0.00,30.8,43.9,57.0,39.3,0.00,7.45
2012-11-23,0.00,23.4,42.1,60.8,33.3,0.58,9.41
2012-11-24,0.00,19.0,23.1,27.1,14.8,0.75,1.92
2012-11-25,0.07,18.5,22.8,27.2,15.6,0.37,2.43
2012-11-26,0.00,20.7,24.8,28.9,18.8,0.64,1.76
2012-11-27,0.00,8.7,14.9,21.2,6.2,0.38,1.82
2012-11-28,0.00,10.7,20.3,29.9,14.5,0.35,2.88
2012-11-29,0.00,19.0,24.7,30.3,18.7,0.50,2.32
2012-11-30,0.00,21.6,29.8,37.9,24.5,0.27,3.12
2012-12-01,0.00,26.2,29.7,33.2,28.9,0.01,0.94
2012-12-02,0.00,33.8,38.7,43.6,38.7,0.00,1.01
2012-12-03,0.00,35.4,38.5,41.5,36.8,0.00,0.67
2012-12-04,0.06,36.3,46.7,57.1,42.8,0.00,2.56
2012-12-05,0.00,15.6,26.7,37.8,16.7,0.47,3.74
2012-12-06,0.00,15.1,24.3,33.6,19.1,0.43,2.65
2012-12-07,0.01,27.4,34.6,41.8,29.7,0.48,2.59
2012-12-08,0.02,24.0,28.3,32.6,22.4,0.44,2.15
2012-12-09,0.00,21.8,28.0,34.2,20.3,0.40,2.97
2012-12-10,0.26,20.9,25.1,29.4,25.1,0.15,1.03
2012-12-11,0.00,16.9,21.9,27.0,19.0,0.16,1.17
2012-12-12,0.00,10.4,15.3,20.2,14.0,0.13,0.82
2012-12-13,0.00,11.3,23.9,36.5,22.0,0.16,2.80
2012-12-14,0.00,17.7,27.5,37.4,19.7,0.12,3.84
2012-12-15,0.00,18.7,27.2,35.7,27.2,0.05,1.66
2012-12-16,0.34,34.6,35.8,37.0,35.1,0.06,0.51
2012-12-17,0.02,25.2,30.4,35.6,30.4,0.01,0.74
2012-12-18,0.00,21.2,23.1,25.1,19.8,0.36,1.00
2012-12-19,0.00,18.3,24.0,29.7,20.8,0.18,1.59
2012-12-20,0.23,25.1,27.7,30.4,25.8,0.16,1.02
2012-12-21,0.24,21.0,26.1,31.2,25.4,0.19,1.26
2012-12-22,0.00,5.7,14.5,23.4,11.2,0.26,1.23
2012-12-23,0.00,3.7,14.9,26.1,9.7,0.17,2.42
2012-12-24,0.00,14.0,18.0,22.0,11.0,0.46,1.55
2012-12-25,0.00,6.0,14.3,22.5,10.0,0.26,1.31
2012-12-26,0.00,4.8,12.4,20.0,4.6,0.24,1.47
2012-12-27,0.00,7.2,14.9,22.7,11.0,0.28,1.38
2012-12-28,0.00,14.1,17.7,21.3,12.3,0.36,1.35
2012-12-29,0.24,17.0,20.0,23.0,18.5,0.22,0.68
2012-12-30,0.03,11.6,17.8,24.1,14.4,0.24,1.06
2012-12-31,0.00,7.8,14.8,21.8,11.1,0.21,1.14
2013-01-01,0.00,-6.0,5.9,17.8,1.7,0.15,1.30
2013-01-02,0.00,-7.0,3.5,14.0,1.7,0.17,1.19
2013-01-03,0.00,12.6,16.3,19.9,10.7,0.28,1.35
2013-01-04,0.00,8.2,14.4,20.7,11.1,0.22,0.85
2013-01-05,0.00,4.2,16.0,27.8,10.9,0.14,1.90
2013-01-06,0.00,4.7,17.4,30.1,16.4,0.12,2.10
2013-01-07,0.00,9.2,18.8,28.3,14.5,0.19,1.80
2013-01-08,0.00,13.7,24.5,35.4,19.4,0.07,2.86
2013-01-09,0.00,13.3,24.5,35.7,24.5,0.08,1.98
2013-01-10,0.00,16.7,25.9,35.0,20.0,0.22,2.88
2013-01-11,0.22,17.1,26.6,36.0,25.7,0.01,3.36
2013-01-12,0.03,33.5,37.9,42.3,37.4,0.01,1.34
2013-01-13,0.00,12.1,25.8,39.4,13.9,0.52,2.03
2013-01-14,0.00,2.2,8.5,14.8,3.6,0.25,1.02
2013-01-15,0.00,1.3,8.3,15.3,3.3,0.18,1.01
2013-01-16,0.00,4.4,15.9,27.5,11.2,0.22,2.56
2013-01-17,0.00,7.4,18.7,29.9,14.1,0.47,2.16
2013-01-18,0.04,3.5,8.6,13.6,0.5,0.28,1.24
2013-01-19,0.03,10.3,23.0,35.7,22.3,0.20,2.25
2013-01-20,0.00,-0.4,19.3,39.0,13.9,0.20,2.61
2013-01-21,0.00,-6.3,0.9,8.2,-7.5,0.28,1.13
2013-01-22,0.00,-12.8,-9.6,-6.4,-18.5,0.22,0.52
2013-01-23,0.00,-13.9,-7.0,-0.2,-14.3,0.19,0.70
2013-01-24,0.00,-7.5,2.7,12.8,-4.9,0.24,1.05
2013-01-25,0.11,-7.5,2.4,12.3,-2.0,0.21,1.16
2013-01-26,0.02,-0.7,8.5,17.8,6.7,0.16,1.01
2013-01-27,0.00,-1.4,9.8,21.0,7.7,0.22,1.53
2013-01-28,0.40,20.6,25.7,30.9,24.2,0.00,2.04
2013-01-29,0.36,29.7,31.9,34.0,29.7,0.03,0.79
2013-01-30,0.02,27.2,32.3,37.4,31.6,0.00,0.92
2013-01-31,0.30,7.2,16.8,26.4,13.2,0.18,0.91
2013-02-01,0.00,-9.7,0.1,9.8,-4.0,0.23,0.87
2013-02-02,0.00,-11.8,-5.5,0.8,-10.7,0.20,0.68
2013-02-03,0.00,-1.3,4.8,10.9,-3.6,0.28,1.23
2013-02-04,0.00,1.7,7.3,12.8,-0.8,0.35,1.19
2013-02-05,0.04,-0.5,6.8,14.1,-2.6,0.25,1.65
2013-02-06,0.00,-6.2,7.6,21.5,6.7,0.13,1.23
2013-02-07,0.09,-6.7,9.1,24.9,9.1,0.07,1.15
2013-02-08,0.07,11.6,18.7,25.7,18.7,0.14,0.87
2013-02-09,0.00,2.0,13.4,24.8,5.9,0.15,2.24
2013-02-10,0.00,5.2,14.9,24.5,14.9,0.10,0.98
2013-02-11,0.48,24.5,30.2,35.9,30.2,0.01,0.73
2013-02-12,0.01,18.9,25.8,32.7,21.7,0.19,1.26
2013-02-13,0.00,16.0,20.5,25.0,15.5,0.14,1.35
2013-02-14,0.21,18.9,26.6,34.2,25.7,0.08,1.98
2013-02-15,0.06,5.7,17.7,29.7,16.5,0.15,1.58
2013-02-16,0.00,-2.1,8.1,18.4,1.3,0.25,1.51
2013-02-17,0.00,-13.2,0.0,13.3,-6.9,0.14,1.37
2013-02-18,0.00,-13.5,3.7,20.9,3.6,0.13,3.13
2013-02-19,0.04,13.2,24.5,35.8,22.7,0.21,2.27
2013-02-20,0.00,1.4,6.3,11.2,-1.4,0.31,1.04
2013-02-21,0.00,-2.2,9.9,22.1,2.3,0.19,2.09
2013-02-22,0.13,0.9,12.6,24.2,12.3,0.17,1.70
2013-02-23,0.16,20.0,24.0,28.0,21.8,0.19,0.91
2013-02-24,0.00,20.5,24.3,28.1,20.9,0.23,1.42
2013-02-25,0.00,14.7,22.9,31.1,18.8,0.18,2.21
2013-02-26,0.00,17.7,25.1,32.5,22.3,0.12,1.76
2013-02-27,0.00,24.6,29.3,34.0,23.8,0.48,2.22
2013-02-28,0.07,28.1,30.4,32.8,26.0,0.39,1.61
2013-03-01,0.00,20.7,24.8,29.0,16.9,0.84,2.10
2013-03-02,0.00,5.6,17.2,28.8,8.9,0.34,2.88
2013-03-03,0.00,1.9,14.9,27.8,3.9,0.20,3.30
2013-03-04,0.00,1.9,14.8,27.7,1.0,0.25,3.66
2013-03-05,0.00,9.4,19.2,29.0,12.2,0.41,2.97
2013-03-06,0.03,22.6,25.5,28.5,19.1,0.45,2.02
2013-03-07,0.00,6.1,18.6,31.2,14.5,0.21,2.59
2013-03-08,0.00,8.1,20.1,32.0,12.1,0.21,3.28
2013-03-09,0.00,14.9,25.8,36.8,21.5,0.35,3.10
2013-03-10,0.32,28.5,31.7,35.0,31.2,0.01,1.35
2013-03-11,0.63,28.2,32.1,36.0,30.6,0.00,1.27
2013-03-12,0.00,21.2,26.1,31.1,22.4,0.25,1.40
2013-03-13,0.01,13.6,20.2,26.8,15.1,0.32,1.80
2013-03-14,0.00,6.4,18.2,30.0,5.7,0.28,3.76
2013-03-15,0.00,8.0,19.9,31.9,19.6,0.22,2.67
2013-03-16,0.23,16.5,25.6,34.7,22.1,0.12,2.54
2013-03-17,0.00,5.1,15.3,25.5,7.7,0.51,2.20
2013-03-18,0.00,5.8,14.5,23.3,7.2,0.33,2.28
2013-03-19,0.20,10.6,19.2,27.9,16.8,0.17,1.03
2013-03-20,0.00,3.2,13.3,23.5,3.6,0.49,2.12
2013-03-21,0.00,2.2,10.2,18.3,0.5,0.32,1.76
2013-03-22,0.00,3.7,14.9,26.1,6.4,0.29,2.36
2013-03-23,0.00,5.7,19.4,33.1,13.9,0.33,3.40
2013-03-24,0.00,20.6,28.1,35.6,19.7,0.66,3.48
2013-03-25,0.00,19.5,25.9,32.3,19.2,0.45,2.48
2013-03-26,0.00,22.9,29.5,36.0,20.1,0.70,3.53
2013-03-27,0.00,26.5,31.9,37.2,21.8,1.00,3.93
2013-03-28,0.00,18.6,29.5,40.4,17.1,0.69,5.21
2013-03-29,0.00,19.0,30.6,42.2,17.0,0.55,5.72
2013-03-30,0.00,21.3,33.4,45.5,20.0,0.68,7.24
2013-03-31,0.61,31.6,35.0,38.3,33.5,0.02,1.95
2013-04-01,0.00,19.3,28.3,37.2,19.8,0.16,3.97
2013-04-02,0.00,17.2,24.9,32.6,10.1,0.92,3.68
2013-04-03,0.00,13.9,24.2,34.5,10.9,0.47,4.33
2013-04-04,0.00,17.5,27.9,38.3,14.3,0.83,5.40
2013-04-05,0.00,24.5,36.1,47.7,23.1,1.12,6.70
2013-04-06,0.13,26.9,33.2,39.6,21.6,0.28,5.37
2013-04-07,0.30,30.1,37.5,44.9,32.6,0.07,3.77
2013-04-08,0.00,33.5,38.3,43.0,30.6,0.77,3.57
2013-04-09,0.01,33.3,36.0,38.6,34.1,0.09,1.14
2013-04-10,0.71,27.9,33.3,38.7,30.2,0.10,2.52
2013-04-11,0.00,29.3,34.6,40.0,22.5,0.91,4.70
2013-04-12,0.31,27.9,31.1,34.2,27.1,0.21,2.25
2013-04-13,0.06,25.3,29.3,33.3,27.3,0.19,1.49
2013-04-14,0.00,20.4,27.7,35.0,21.9,0.26,2.80
2013-04-15,0.70,26.4,30.3,34.2,29.4,0.04,1.96
2013-04-16,0.00,32.8,39.3,45.9,29.2,0.06,5.11
2013-04-17,0.00,29.6,37.3,45.0,27.3,0.74,5.06
2013-04-18,0.20,32.3,35.9,39.5,31.3,0.07,3.01
2013-04-19,0.38,30.0,34.2,38.4,34.2,0.01,0.55
2013-04-20,0.07,20.2,26.5,32.8,20.8,0.21,2.26
2013-04-21,0.00,23.3,31.1,38.9,14.5,0.92,5.56
2013-04-22,0.11,29.9,35.8,41.7,31.9,0.16,2.70
2013-04-23,0.38,34.4,39.9,45.4,39.8,0.02,1.43
2013-04-24,0.00,23.7,31.0,38.4,26.2,0.28,2.92
2013-04-25,0.26,29.0,38.9,48.7,26.5,0.14,7.25
2013-04-26,0.02,30.6,38.2,45.9,28.4,0.40,5.56
2013-04-27,0.00,39.3,54.1,69.0,39.0,0.83,16.31
2013-04-28,0.00,40.2,54.8,69.3,43.4,0.62,14.89
2013-04-29,0.23,46.7,58.8,70.8,42.6,0.61,17.83
2013-04-30,0.00,52.7,61.7,70.7,51.7,0.99,13.19
2013-05-01,0.32,48.3,65.0,81.7,49.6,0.79,23.94
2013-05-02,0.00,36.4,48.2,59.9,37.1,1.29,8.76
2013-05-03,0.26,31.6,34.5,37.5,30.2,0.45,1.75
2013-05-04,0.31,32.4,37.0,41.6,35.9,0.17,0.83
2013-05-05,0.00,42.9,57.6,72.3,42.9,0.68,18.81
2013-05-06,0.00,42.4,56.9,71.4,39.8,1.04,19.12
2013-05-07,0.00,46.1,60.0,73.9,39.0,2.05,21.75
2013-05-08,0.00,47.2,62.2,77.3,36.4,2.46,26.63
2013-05-09,0.00,53.7,66.5,79.3,41.5,4.18,26.98
2013-05-10,0.60,38.4,48.7,59.0,43.3,0.32,6.50
2013-05-11,0.01,38.6,50.3,61.9,35.9,0.68,13.78
2013-05-12,0.02,32.6,40.1,47.6,27.2,1.27,6.86
2013-05-13,0.00,27.7,39.5,51.3,20.6,0.98,9.58
2013-05-14,0.00,38.4,48.6,58.8,28.5,2.38,12.71
2013-05-15,0.00,50.2,65.3,80.3,45.2,4.22,24.51
2013-05-16,0.00,48.6,61.8,75.1,40.9,1.84,22.25
2013-05-17,0.02,47.1,62.8,78.4,39.1,1.95,25.76
2013-05-18,0.02,48.4,53.5,58.6,47.0,0.66,5.85
2013-05-19,0.00,52.5,63.2,74.0,57.2,0.69,11.06
2013-05-20,0.26,60.7,71.0,81.3,60.9,0.63,18.10
2013-05-21,0.72,59.8,69.7,79.5,57.7,0.52,19.86
2013-05-22,0.02,53.9,62.9,71.8,56.4,0.50,10.68
2013-05-23,0.91,40.6,50.9,61.2,50.4,0.22,2.78
2013-05-24,0.00,34.1,46.3,58.5,32.1,0.42,11.35
2013-05-25,0.00,42.2,53.1,63.9,35.4,1.18,14.10
2013-05-26,0.00,40.2,52.2,64.1,37.1,1.15,13.47
2013-05-27,0.00,48.4,56.3,64.2,37.4,3.35,13.15
2013-05-28,0.10,49.6,55.8,62.0,45.9,0.63,9.36
2013-05-29,0.08,49.7,53.3,57.0,53.4,0.04,1.52
2013-05-30,0.94,57.5,69.2,80.9,61.0,0.09,17.75
2013-05-31,0.48,61.2,70.9,80.6,63.8,0.96,15.03
2013-06-01,0.00,53.8,65.7,77.6,57.3,0.70,16.53
2013-06-02,0.28,43.7,57.6,71.4,50.3,1.19,10.83
2013-06-03,0.00,40.2,50.2,60.1,39.0,0.32,10.09
2013-06-04,0.00,50.2,59.9,69.6,41.3,2.65,16.78
2013-06-05,0.28,48.2,51.2,54.2,48.3,0.17,3.98
2013-06-06,1.38,48.9,52.0,55.2,49.5,0.24,2.34
2013-06-07,0.00,49.6,52.1,54.5,47.9,0.49,3.01
2013-06-08,0.10,51.7,58.5,65.3,49.8,0.43,9.15
2013-06-09,0.32,51.6,59.3,67.0,50.3,0.67,10.66
2013-06-10,0.13,52.3,62.0,71.8,55.8,0.29,10.59
2013-06-11,0.00,55.3,66.4,77.5,59.1,0.08,14.54
2013-06-12,0.04,59.5,69.0,78.4,59.8,0.76,15.56
2013-06-13,0.18,57.7,65.2,72.8,58.1,0.91,10.40
2013-06-14,0.00,51.7,63.4,75.1,51.1,1.22,17.34
2013-06-15,0.19,58.3,66.9,75.5,51.6,1.47,18.37
2013-06-16,0.22,55.9,64.9,73.8,61.3,0.08,7.28
2013-06-17,0.00,53.2,66.9,80.7,52.9,0.31,24.20
2013-06-18,0.06,48.7,63.0,77.4,53.9,0.95,16.55
2013-06-19,0.00,45.5,58.1,70.8,44.3,1.10,16.37
2013-06-20,0.00,55.8,65.5,75.2,50.9,1.92,16.80
2013-06-21,0.75,62.4,72.4,82.5,59.2,0.89,21.80
2013-06-22,1.08,61.5,67.9,74.3,63.0,0.21,8.59
2013-06-23,0.19,62.3,70.1,77.9,64.2,0.38,10.94
2013-06-24,0.00,63.7,72.6,81.6,65.1,0.78,14.87
2013-06-25,0.00,64.9,72.5,80.1,66.5,0.63,11.85
2013-06-26,0.00,67.0,73.7,80.4,66.3,0.29,14.04
2013-06-27,0.31,66.1,74.3,82.5,67.9,0.24,14.43
2013-06-28,0.31,61.1,72.4,83.6,62.0,1.28,21.75
2013-06-29,0.12,59.6,65.9,72.1,61.0,0.64,8.11
2013-06-30,0.25,53.4,62.7,72.0,53.1,1.03,11.93
2013-07-01,0.00,54.3,66.3,78.3,47.8,2.07,23.89
2013-07-02,0.01,53.6,67.0,80.4,52.0,2.27,22.70
2013-07-03,0.00,50.8,63.4,75.9,47.7,1.18,20.20
2013-07-04,0.00,56.4,64.8,73.3,54.8,0.35,15.85
2013-07-05,0.00,59.0,70.2,81.5,58.3,0.90,20.46
2013-07-06,0.00,65.0,74.4,83.8,59.5,3.26,24.37
2013-07-07,0.00,69.0,77.7,86.4,63.0,3.82,24.50
2013-07-08,1.93,66.7,76.5,86.3,68.2,0.26,20.85
2013-07-09,0.00,66.8,75.5,84.2,67.9,0.47,16.71
2013-07-10,0.11,63.5,73.0,82.4,67.1,0.42,13.64
2013-07-11,0.00,56.5,65.7,74.9,54.0,0.94,15.94
2013-07-12,0.00,57.5,68.9,80.3,54.7,1.43,22.26
2013-07-13,0.00,61.6,71.6,81.5,56.5,3.00,21.42
2013-07-14,0.00,60.0,70.7,81.4,59.0,1.79,19.64
2013-07-15,0.00,64.3,74.4,84.5,63.3,1.14,20.84
2013-07-16,0.07,70.1,77.8,85.6,69.5,0.52,18.92
2013-07-17,0.00,72.1,81.1,90.0,71.1,1.76,22.98
2013-07-18,0.00,72.4,81.5,90.7,68.8,2.78,26.63
2013-07-19,0.40,72.5,81.7,90.9,68.8,2.35,25.76
2013-07-20,0.00,63.2,75.4,87.6,61.6,2.39,26.18
2013-07-21,0.00,56.0,65.7,75.5,54.0,2.30,16.19
2013-07-22,0.05,56.8,63.0,69.1,57.1,0.18,7.78
2013-07-23,0.00,57.2,70.1,83.1,62.1,0.42,16.81
2013-07-24,0.00,48.6,59.6,70.7,47.8,0.71,14.55
2013-07-25,0.00,52.9,63.3,73.6,50.7,0.78,16.80
2013-07-26,0.04,60.3,70.0,79.7,60.4,0.68,17.09
2013-07-27,0.32,46.0,60.4,74.7,51.9,0.51,16.37
2013-07-28,0.02,46.9,52.7,58.5,46.5,0.50,6.46
2013-07-29,0.01,49.1,57.2,65.3,49.7,0.75,8.48
2013-07-30,0.00,54.4,64.5,74.6,53.2,0.85,15.79
2013-07-31,0.02,59.1,65.2,71.3,60.0,0.60,8.85
2013-08-01,0.09,52.8,64.3,75.7,57.8,0.66,12.95
2013-08-02,0.00,54.8,65.2,75.5,52.8,0.68,18.28
2013-08-03,0.00,51.4,64.0,76.6,51.6,0.88,19.54
2013-08-04,0.00,48.9,61.1,73.2,48.6,0.67,16.89
2013-08-05,0.00,53.4,63.0,72.7,50.0,0.82,16.83
2013-08-06,0.00,57.2,64.3,71.3,60.5,0.67,8.91
2013-08-07,0.26,58.0,68.9,79.7,59.2,0.31,19.84
2013-08-08,0.00,46.2,60.2,74.2,52.3,0.31,15.46
2013-08-09,0.00,54.4,64.8,75.2,51.9,1.07,18.32
2013-08-10,0.00,59.0,66.9,74.8,51.7,2.52,17.75
2013-08-11,0.00,52.2,61.8,71.3,51.7,0.62,14.11
2013-08-12,0.00,54.0,63.2,72.4,57.1,0.10,11.27
2013-08-13,0.00,46.7,62.0,77.3,51.4,0.37,19.49
2013-08-14,0.00,41.9,55.6,69.3,43.9,0.25,14.81
2013-08-15,0.00,46.9,59.6,72.4,46.3,0.53,17.60
2013-08-16,0.00,51.4,64.5,77.6,50.0,1.01,21.16
2013-08-17,0.00,53.0,66.3,79.6,52.9,0.68,21.70
2013-08-18,0.00,52.5,66.6,80.8,53.3,0.47,23.11
2013-08-19,0.00,55.5,68.3,81.1,54.9,0.86,22.57
2013-08-20,0.00,59.8,70.4,80.9,60.6,0.77,18.02
2013-08-21,0.00,65.7,75.6,85.5,64.7,2.35,20.72
2013-08-22,1.14,60.7,74.4,88.1,65.4,0.13,21.03
2013-08-23,0.00,55.0,68.2,81.4,55.3,0.93,23.83
2013-08-24,0.00,57.0,68.7,80.3,56.2,1.36,19.86
2013-08-25,0.00,61.4,72.7,83.9,62.0,2.73,22.02
2013-08-26,0.71,69.5,80.2,91.0,69.0,1.95,25.03
2013-08-27,1.49,67.6,77.9,88.2,71.6,0.02,18.63
2013-08-28,0.09,69.3,79.5,89.7,71.8,0.46,20.35
2013-08-29,0.00,65.7,74.9,84.2,66.6,0.47,19.23
2013-08-30,0.16,67.3,76.6,85.8,68.0,0.53,19.63
2013-08-31,0.00,57.3,69.5,81.8,63.0,0.56,16.36
2013-09-01,0.25,60.3,70.2,80.2,62.8,0.65,16.27
2013-09-02,0.09,55.1,65.7,76.4,58.8,0.94,13.87
2013-09-03,0.00,45.0,54.6,64.2,47.9,0.23,8.09
2013-09-04,0.00,48.9,61.0,73.1,50.6,0.59,15.87
2013-09-05,0.00,48.7,63.1,77.6,54.8,0.67,15.25
2013-09-06,0.00,50.6,61.7,72.8,49.8,1.07,15.66
2013-09-07,0.04,56.3,70.0,83.7,61.6,1.61,19.39
2013-09-08,0.00,54.2,71.0,87.8,61.4,1.54,23.67
2013-09-09,0.00,57.1,64.8,72.4,54.0,1.77,14.66
2013-09-10,0.00,62.3,73.8,85.2,66.8,1.41,14.94
2013-09-11,0.01,63.5,73.8,84.0,63.8,1.51,20.29
2013-09-12,0.00,54.8,68.6,82.4,56.5,1.25,22.20
2013-09-13,0.00,40.7,54.8,69.0,45.4,0.32,13.23
2013-09-14,0.00,40.6,52.5,64.5,39.9,0.48,12.71
2013-09-15,0.41,46.9,58.2,69.6,48.0,0.62,14.84
2013-09-16,0.23,36.8,50.4,63.9,46.1,0.19,6.25
2013-09-17,0.00,36.7,49.2,61.7,38.9,0.24,11.07
2013-09-18,0.53,39.7,52.8,65.9,50.7,0.17,10.54
2013-09-19,0.15,57.6,65.5,73.4,62.7,0.21,7.31
2013-09-20,0.64,63.5,71.3,79.1,66.6,0.23,9.94
2013-09-21,0.02,46.6,56.6,66.6,51.7,0.80,7.67
2013-09-22,0.00,34.9,46.5,58.2,40.2,0.19,7.52
2013-09-23,0.00,38.1,49.3,60.4,40.0,0.42,9.46
2013-09-24,0.00,41.3,53.5,65.7,45.8,0.12,9.77
2013-09-25,0.00,42.0,55.8,69.5,47.7,0.15,12.72
2013-09-26,0.00,42.1,54.8,67.6,47.4,0.06,11.47
2013-09-27,0.00,47.0,59.5,72.1,50.8,0.12,13.60
2013-09-28,0.00,51.8,65.3,78.7,50.6,1.75,21.49
2013-09-29,0.43,42.6,59.4,76.3,51.6,0.19,15.54
2013-09-30,0.00,44.6,56.3,68.0,45.3,0.43,13.61
2013-10-01,0.00,49.7,59.8,69.9,46.7,2.05,15.12
2013-10-02,0.00,40.4,58.0,75.6,44.2,0.77,19.35
2013-10-03,0.09,42.5,57.3,72.2,41.2,0.95,19.82
2013-10-04,0.63,50.6,58.0,65.4,53.6,0.20,7.18
2013-10-05,1.24,53.6,54.7,55.7,53.7,0.12,0.89
2013-10-06,0.55,44.5,52.6,60.6,52.6,0.08,1.46
2013-10-07,0.03,42.2,50.1,58.1,41.7,0.28,8.74
2013-10-08,0.00,36.7,49.3,61.9,39.4,0.17,11.10
2013-10-09,0.00,41.8,56.7,71.6,44.2,0.88,17.15
2013-10-10,0.00,41.7,56.3,70.8,45.8,0.40,14.24
2013-10-11,0.00,42.4,56.4,70.4,46.0,0.41,15.49
2013-10-12,0.00,48.2,60.5,72.9,52.1,0.48,13.67
2013-10-13,0.00,41.4,52.8,64.1,42.9,0.75,10.62
2013-10-14,0.00,33.3,45.0,56.8,34.4,0.30,9.22
2013-10-15,0.23,35.7,46.6,57.6,39.7,0.44,8.94
2013-10-16,0.58,45.8,49.8,53.9,48.0,0.16,2.03
2013-10-17,0.02,32.9,40.9,48.9,38.4,0.06,3.30
2013-10-18,0.04,32.8,43.1,53.4,38.5,0.08,6.70
2013-10-19,0.06,29.4,37.4,45.4,35.8,0.11,2.14
2013-10-20,0.04,29.4,39.0,48.7,33.3,0.03,5.86
2013-10-21,0.15,30.3,35.8,41.3,35.1,0.03,1.41
2013-10-22,0.00,30.5,32.7,35.0,24.7,0.76,2.88
2013-10-23,0.00,27.8,35.3,42.7,25.4,0.75,4.70
2013-10-24,0.00,28.3,33.7,39.1,24.2,0.89,3.75
2013-10-25,0.00,30.8,35.5,40.1,26.4,0.74,3.96
2013-10-26,0.00,32.6,41.0,49.4,30.1,0.96,5.53
2013-10-27,0.00,31.6,38.3,45.1,29.8,0.75,4.67
